127.0.0.1 - - [14/Oct/2023:16:03:53 -0500] "GET / HTTP/1.1" 404 687
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:03:53 -0500] "GET /ProyectoLP1/inicio.jsp HTTP/1.1" 200 4988
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:03:53 -0500] "GET /ProyectoLP1/images/definitivo%20black.png HTTP/1.1" 200 83493
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:03:53 -0500] "GET /ProyectoLP1/cssssss/stylesssss.css HTTP/1.1" 200 13715
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:03:53 -0500] "GET /ProyectoLP1/javascript/inicio.js HTTP/1.1" 200 841
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:03:53 -0500] "GET /ProyectoLP1/cssssss/5.jpg HTTP/1.1" 404 720
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:08:31 -0500] "GET /ProyectoLP1/inicio.jsp HTTP/1.1" 200 4988
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:08:31 -0500] "GET /ProyectoLP1/cssssss/5.jpg HTTP/1.1" 404 720
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:09:01 -0500] "GET /ProyectoLP1/inicio.jsp HTTP/1.1" 200 4988
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:09:01 -0500] "GET /ProyectoLP1/cssssss/5.jpg HTTP/1.1" 404 720
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:11:46 -0500] "GET /ProyectoLP1/inicio.jsp HTTP/1.1" 200 4988
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:11:47 -0500] "GET /ProyectoLP1/cssssss/5.jpg HTTP/1.1" 404 720
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:11:53 -0500] "POST /ProyectoLP1/ServletUsuario HTTP/1.1" 200 59093
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:11:53 -0500] "GET /ProyectoLP1/cssssss/listadoProductosss.css HTTP/1.1" 200 7327
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:11:53 -0500] "GET /ProyectoLP1/images/user.png HTTP/1.1" 200 7224
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:11:53 -0500] "GET /ProyectoLP1/images/no-disponible.jpg HTTP/1.1" 200 2090
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:11:53 -0500] "GET /ProyectoLP1/javascript/listadoProductosssss.js HTTP/1.1" 200 1242
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:12:05 -0500] "GET /ProyectoLP1/listadoPedidos.jsp HTTP/1.1" 200 3712
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:12:05 -0500] "GET /ProyectoLP1/cssssss/listadoPedidos.css HTTP/1.1" 200 5881
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:12:05 -0500] "GET /ProyectoLP1/javascript/listadoPedidos.js HTTP/1.1" 200 387
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:12:08 -0500] "GET /ProyectoLP1/actualizar.jsp HTTP/1.1" 200 3099
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:12:08 -0500] "GET /ProyectoLP1/cssssss/actualizarrr.css HTTP/1.1" 200 5848
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:12:08 -0500] "GET /ProyectoLP1/javascript/actualizar.js HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:12:11 -0500] "GET /ProyectoLP1/listadoProductos.jsp HTTP/1.1" 200 59093
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:12:17 -0500] "GET /ProyectoLP1/carrito.jsp HTTP/1.1" 200 2840
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:12:17 -0500] "GET /ProyectoLP1/cssssss/carritossssss.css HTTP/1.1" 200 8204
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:12:17 -0500] "GET /ProyectoLP1/javascript/carritos.js HTTP/1.1" 200 2257
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:12:21 -0500] "POST /ProyectoLP1/ServletCarrito HTTP/1.1" 200 5070
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:12:21 -0500] "GET /ProyectoLP1/cssssss/pagoss.css HTTP/1.1" 200 13290
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:12:21 -0500] "GET /ProyectoLP1/javascript/pagossss.js HTTP/1.1" 200 5768
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:12:23 -0500] "GET /ProyectoLP1/carrito.jsp HTTP/1.1" 200 2840
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:12:25 -0500] "GET /ProyectoLP1/listadoProductos.jsp HTTP/1.1" 200 59093
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:12:31 -0500] "POST /ProyectoLP1/ServletCarrito HTTP/1.1" 200 59093
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:12:32 -0500] "POST /ProyectoLP1/ServletCarrito HTTP/1.1" 200 59093
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:12:33 -0500] "POST /ProyectoLP1/ServletCarrito HTTP/1.1" 200 59093
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:12:34 -0500] "POST /ProyectoLP1/ServletCarrito HTTP/1.1" 200 59093
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:12:36 -0500] "POST /ProyectoLP1/ServletCarrito HTTP/1.1" 200 59093
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:12:37 -0500] "GET /ProyectoLP1/carrito.jsp HTTP/1.1" 200 8700
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:12:55 -0500] "POST /ProyectoLP1/ServletCarrito HTTP/1.1" 200 5074
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:13:03 -0500] "POST /ProyectoLP1/ServletPago HTTP/1.1" 200 1894
0:0:0:0:0:0:0:1 - - [14/Oct/2023:16:13:03 -0500] "GET /ProyectoLP1/cssssss/mensajePedidos.css HTTP/1.1" 200 3994
